,source,target
11107, old 2 3 1 2 2 normal legs, Lying Leg Curl Single Leg Extension Barbell Reverse Lunge Single Leg Dumbbell Squat
11108, old 2 3 1 2 2 normal back, Close Grip Lat Pulldown Standing Cable Row Machine Row Quadruped Alternating Superman
11109, old 2 3 1 2 2 normal calves, Calf Raise   Standing Smith Machine Calf Raise Seated Single Leg Calf Raise Smith Machine Calf Raise
11110, old 2 3 1 2 3 normal abdominals, Sit Up Front Plank (from toes) Weighted V Up Lying Hip Thrust Cross Crunch   Medicine Ball
11111, old 2 3 1 2 3 normal triceps, Dumbbell Kickback Lying Cable Triceps Extension Low Cable Triceps Extension Single Arm Triceps Pushdown
11112, old 2 3 1 2 3 normal biceps, Machine Curl EZ Bar Curl Preacher Hammer Dumbbell Curl Concentration Dumbbell Curl
11113, old 2 3 1 2 3 normal shoulders, Machine Shoulder Press Dumbbell Twisting Shoulder Press Bent Over Dumbbell Rear Delt Raise Kneeling Single Arm Cable Rear Delt Raise Barbell Shoulder Press
11114, old 2 3 1 2 3 normal chest, Pec Deck Fly Smith Machine Bench Press Flat Bench Press Barbell Bench Press
11115, old 2 3 1 2 3 normal legs, Leg Curl Single Leg Extension Single Leg Squat Walking Lunge
11116, old 2 3 1 2 3 normal back, Assisted Pull Up Bent Over Dumbbell Row Bent Over Barbell Row Standing Cable Row
11117, old 2 3 1 2 3 normal calves, Dumbbell Calf Raise Seated Single Leg Calf Raise Smith Machine Calf Raise Smith Machine Calf Raise
11118, old 2 3 1 3 1 normal abdominals, Crunch Weighted Crunch Kneeling Ab Rollout Bent Knee Medicine Ball Hip Rotation Full Reverse Crunch
11119, old 2 3 1 3 1 normal triceps, Tricep Pushdown Dips Lying EZ Bar Triceps Extension Bench Dips
11120, old 2 3 1 3 1 normal biceps, Seated Alternating Hammer Curl Preacher Single Arm Dumbbell Curl Lying Double Biceps Cable Curl Preacher Dumbbell Curl
11121, old 2 3 1 3 1 normal shoulders, Single Arm Dumbbell Shoulder Press Seated Dumbbell Rear Delt Raise Dumbbell Lateral Raise Lying Single Arm Dumbbell Rear Delt Raise
11122, old 2 3 1 3 1 normal chest, Kneeling Push Up Barbell Bench Press Smith Machine Bench Press Low Cable Crossover
11123, old 2 3 1 3 1 normal legs, Lying Leg Curl Single Leg Extension Single Leg Hip Lift Single Leg Barbell Squat Deadlift
11124, old 2 3 1 3 1 normal back, Machine Row Quadruped Alternating Superman Back Raise Assisted Pull Up
11125, old 2 3 1 3 1 normal calves, Calf Press Smith Machine Calf Raise Seated Single Leg Calf Raise Single Leg Dumbbell Calf Raise Single Leg Calf Press
11126, old 2 3 1 3 2 normal abdominals, Alternating Heel Touch Weighted Crunch Kneeling Ab Rollout Ab Cycle Bent Knee Medicine Ball Hip Rotation
11127, old 2 3 1 3 2 normal triceps, Towel Triceps Pushdown Lying Overhead EZ Bar Tricep Extension Dips Overhead Rope Cable Tricep Extension
11128, old 2 3 1 3 2 normal biceps, Kneeling Cable Curl Preacher Dumbbell Curl Lying Cable Curl EZ Bar Curl
11129, old 2 3 1 3 2 normal shoulders, Single Arm Dumbbell Shoulder Press Arnold Dumbbell Press Dumbbell Shoulder Press Seated Dumbbell Rear Delt Elbow Raise
11130, old 2 3 1 3 2 normal chest, Pec Deck Smith Machine Bench Press Alternating Dumbbell Bench Press Single Arm Dumbbell Bench Press
11131, old 2 3 1 3 2 normal legs, Lateral Step Up Single Leg Extension Single Leg Dumbbell Squat Single Leg Barbell Squat Barbell Diagonal Lunge
11132, old 2 3 1 3 2 normal back, Standing Cable Row One Arm Dumbbell Row Superman Lat Pulldown
11133, old 2 3 1 3 2 normal calves, Dumbbell Calf Raise Smith Machine Calf Raise Seated Single Leg Calf Raise Barbell Calf Raise Single Leg Dumbbell Calf Raise
11134, old 2 3 1 3 3 normal abdominals, Reverse Crunch Side Plank (from knees) Weighted V Up Cable Chop Decline Cross Sit Up
11135, old 2 3 1 3 3 normal triceps, Machine Dips Lying Cable Triceps Extension Rope Triceps Pushdown Lying EZ Bar Triceps Extension
11136, old 2 3 1 3 3 normal biceps, Kneeling Cable Curl Single Arm Cable Curl Cable Curl Lying Cable Curl
11137, old 2 3 1 3 3 normal shoulders, Cable External Rotation Cable Lateral Raise Bent Over Dumbbell Rear Delt Raise Reverse Incline Dumbbell Rear Delt Raise Smith Machine Shoulder Press
11138, old 2 3 1 3 3 normal chest, Pec Deck Fly Smith Machine Bench Press Low Cable Crossover Barbell Bench Press
11139, old 2 3 1 3 3 normal legs, Lateral Squat Lateral Barbell Squat Lying Alternating Leg Curl Barbell Hack Squat Barbell Step Up
11140, old 2 3 1 3 3 normal back, Standing Cable Row Alternating Superman Back Raise Lat Pulldown
11141, old 2 3 1 3 3 normal calves, Dumbbell Calf Raise Seated Single Leg Calf Raise Smith Machine Calf Raise Single Leg Calf Press Barbell Calf Raise
11142, old 2 3 2 1 1 normal abdominals, Reverse Crunch Weighted Crunch Side Plank (from knees) Bent Knee Medicine Ball Hip Rotation Incline Hip Thrust
11143, old 2 3 2 1 1 normal triceps, Lying Tricep Extensions Rope Triceps Pushdown Lying Cable Triceps Extension Single Arm Triceps Pushdown
11144, old 2 3 2 1 1 normal biceps, Machine Curl Preacher Hammer Dumbbell Curl Preacher Single Arm Dumbbell Curl Rope Cable Curl
11145, old 2 3 2 1 1 normal shoulders, Seated Dumbbell Rear Delt Raise Front Plate Raise Lying Single Arm Dumbbell Rear Delt Raise Dumbbell Front Raise
11146, old 2 3 2 1 1 normal chest, Machine Bench Press Barbell Bench Press Alternating Dumbbell Bench Press Smith Machine Bench Press
11147, old 2 3 2 1 1 normal legs, Leg Extension Machine Hack Squat Seated Leg Curl Dumbbell Step Up
11148, old 2 3 2 1 1 normal back, Quadruped Alternating Superman Reverse Grip Lat Pullown Single Arm Lat Pulldown Standing Single Arm Cable Row
11149, old 2 3 2 1 1 normal calves, Calf Raise   Standing Calf Press Dumbbell Calf Raise Calf Raise   Seated
11150, old 2 3 2 1 2 normal abdominals, Cross Crunch Side Plank (from knees) Weighted V Up Decline Sit Up Bent Knee Medicine Ball Hip Rotation
11151, old 2 3 2 1 2 normal triceps, Overhead Single Arm Dumbbell Tricep Extension Lying EZ Bar Triceps Extension Overhead Rope Cable Tricep Extension Dips
11152, old 2 3 2 1 2 normal biceps, Alternating Hammer Curl Preacher Dumbbell Curl Single Arm Cable Curl Rope Cable Curl
11153, old 2 3 2 1 2 normal shoulders, Cable External Rotation Arnold Dumbbell Press Cable Front Raise Bent Over Dumbbell Rear Delt Raise
11154, old 2 3 2 1 2 normal chest, Kneeling Push Up Flat Bench Press Low Cable Crossover Alternating Dumbbell Bench Press
11155, old 2 3 2 1 2 normal legs, Forward Lunge Lying Machine Squat Machine Hack Squat Lunge
11156, old 2 3 2 1 2 normal back, Superman Hold Standing Single Arm Cable Row Single Arm Lat Pulldown Rope Cable Row
11157, old 2 3 2 1 2 normal calves, Calf Press Seated Calf Raise Calf Raise   Standing Calf Raise   Seated
11158, old 2 3 2 1 3 normal abdominals, Heel Touch Front Plank (from toes) Side Plank (from knees) Medicine Ball V Up Cross Crunch   Medicine Ball
11159, old 2 3 2 1 3 normal triceps, Lying Single Arm Dumbbell Triceps Extension Low Cable Triceps Extension Leaning Overhead Tricep Extension Forward Lean Dips
11160, old 2 3 2 1 3 normal biceps, Barbell Curl Cable Curl Concentration Dumbbell Curl Single Arm Cable Curl
11161, old 2 3 2 1 3 normal shoulders, Front Plate Raise Dumbbell Twisting Shoulder Press Dumbbell Shoulder Press Reverse Incline Dumbbell Rear Delt Raise Bent Over Cable Rear Delt Raise
11162, old 2 3 2 1 3 normal chest, Push Up Flat Bench Press Alternating Dumbbell Bench Press Low Cable Crossover
11163, old 2 3 2 1 3 normal legs, Lying Leg Curl Lateral Squat Leg Press Machine Hack Squat
11164, old 2 3 2 1 3 normal back, Bent Over Dumbbell Row Rope Cable Row Bent Over Long Barbell Row Single Arm Cable Row
11165, old 2 3 2 1 3 normal calves, Calf Raise   Seated Dumbbell Calf Raise Calf Press Seated Calf Raise
11166, old 2 3 2 2 1 normal abdominals, Sit Up Front Plank (from toes) Weighted Crunch Decline Sit Up Lying Hip Thrust
11167, old 2 3 2 2 1 normal triceps, Tricep Pushdown Overhead Rope Cable Tricep Extension Bench Dips Single Arm Triceps Pushdown
11168, old 2 3 2 2 1 normal biceps, Seated Dumbbell Curl EZ Bar Curl Preacher Dumbbell Curl Preacher Hammer Dumbbell Curl
11169, old 2 3 2 2 1 normal shoulders, Machine Shoulder Press Lying Dumbbell Rear Delt Raise Single Arm Dumbbell Shoulder Press Dumbbell Lateral Raise
11170, old 2 3 2 2 1 normal chest, Pec Deck Low Cable Crossover Single Arm Dumbbell Bench Press Flat Bench Press
11171, old 2 3 2 2 1 normal legs, Step Up Diagonal Lunge Barbell Reverse Lunge Alternating Leg Extension
11172, old 2 3 2 2 1 normal back, Wide Grip Lat Pulldown Bent Over Alternating Dumbbell Row Single Arm Lat Pulldown Standing Single Arm Cable Row
11173, old 2 3 2 2 1 normal calves, Calf Press Smith Machine Calf Raise Seated Single Leg Calf Raise Smith Machine Calf Raise
11174, old 2 3 2 2 2 normal abdominals, Bent Knee Sit Up Weighted Crunch Front Plank (from toes) Reverse Cable Chop Decline Crunch
11175, old 2 3 2 2 2 normal triceps, Overhead Single Arm Dumbbell Tricep Extension Lying EZ Bar Triceps Extension Overhead Rope Cable Tricep Extension Forward Lean Dips
11176, old 2 3 2 2 2 normal biceps, Dumbbell Curl Single Arm Cable Curl Preacher Hammer Dumbbell Curl Cable Curl
11177, old 2 3 2 2 2 normal shoulders, Lying Dumbbell Rear Delt Raise Cable Lateral Raise Barbell Front Raise Cable Front Raise
11178, old 2 3 2 2 2 normal chest, Dumbbell Fly Low Cable Crossover Alternating Dumbbell Bench Press Smith Machine Bench Press
11179, old 2 3 2 2 2 normal legs, Lateral Squat Elevated Hip Lift Smith Machine Squat Barbell Reverse Lunge
11180, old 2 3 2 2 2 normal back, Seated Row Reverse Grip Lat Pullown Rope Cable Row Single Arm Lat Pulldown
11181, old 2 3 2 2 2 normal calves, Calf Press Smith Machine Calf Raise Seated Single Leg Calf Raise Smith Machine Calf Raise
11182, old 2 3 2 2 3 normal abdominals, Crunch Front Plank (from toes) Weighted V Up Incline Reverse Crunch Bent Knee Medicine Ball Hip Rotation
11183, old 2 3 2 2 3 normal triceps, Machine Dips Rope Triceps Pushdown Overhead Single Arm Cable Tricep Extension Forward Lean Dips
11184, old 2 3 2 2 3 normal biceps, Machine Curl Lying Cable Curl Preacher Hammer Dumbbell Curl Preacher Single Arm Dumbbell Curl
11185, old 2 3 2 2 3 normal shoulders, Lying Single Arm Dumbbell Rear Delt Raise Bent Over Dumbbell Rear Delt Raise Barbell Front Raise Reverse Incline Dumbbell Rear Delt Raise Smith Machine Shoulder Press
11186, old 2 3 2 2 3 normal chest, Chest Press Single Arm Dumbbell Bench Press Barbell Bench Press Smith Machine Bench Press
11187, old 2 3 2 2 3 normal legs, Barbell Squat Alternating Leg Extension Single Leg Hip Lift Dumbbell Side Lunge
11188, old 2 3 2 2 3 normal back, Assisted Pull Up Reverse Grip Lat Pullown Standing Single Arm Cable Row Bent Over Alternating Dumbbell Row
11189, old 2 3 2 2 3 normal calves, Dumbbell Calf Raise Smith Machine Calf Raise Seated Single Leg Calf Raise Smith Machine Calf Raise
11190, old 2 3 2 3 1 normal abdominals, Bent Knee Sit Up Side Plank (from knees) Weighted Crunch Front Plank (tripod   1 arm and 2 legs or 2 legs and 1 arm) Cross Crunch   Medicine Ball
11191, old 2 3 2 3 1 normal triceps, Overhead Dumbbell Triceps Extension Dips Rope Triceps Pushdown Lying Cable Triceps Extension
11192, old 2 3 2 3 1 normal biceps, Barbell Curl EZ Bar Curl Preacher Dumbbell Curl Concentration Dumbbell Curl
11193, old 2 3 2 3 1 normal shoulders, Dumbbell Alternating Shoulder Press Lying Dumbbell Rear Delt Raise Lying Dumbbell External Rotation Dumbbell Front Raise
11194, old 2 3 2 3 1 normal chest, Pec Deck Low Cable Crossover Barbell Bench Press Single Arm Dumbbell Bench Press
11195, old 2 3 2 3 1 normal legs, Step Up Barbell Side Lunge Barbell Lunge Barbell Diagonal Lunge Barbell Hack Squat
11196, old 2 3 2 3 1 normal back, Bent Over Dumbbell Row Rope Cable Row Bent Over Long Barbell Row Reverse Grip Lat Pullown
11197, old 2 3 2 3 1 normal calves, Calf Raise   Seated Seated Single Leg Calf Raise Smith Machine Calf Raise Barbell Calf Raise Single Leg Dumbbell Calf Raise
11198, old 2 3 2 3 2 normal abdominals, Crunch Front Plank (from toes) Weighted V Up Medicine Ball V Up Trunk Rotator
11199, old 2 3 2 3 2 normal triceps, Towel Triceps Pushdown Overhead Single Arm Cable Tricep Extension Lying EZ Bar Triceps Extension Overhead Rope Cable Tricep Extension
11200, old 2 3 2 3 2 normal biceps, Dumbbell Curl Preacher Dumbbell Curl Preacher Single Arm Dumbbell Curl Rope Cable Curl
11201, old 2 3 2 3 2 normal shoulders, Machine Shoulder Press Arnold Dumbbell Press Cable Front Raise Dumbbell Twisting Shoulder Press
11202, old 2 3 2 3 2 normal chest, Kneeling Push Up Alternating Dumbbell Bench Press Barbell Bench Press Single Arm Dumbbell Bench Press
11203, old 2 3 2 3 2 normal legs, Reverse Lunge Barbell Lunge Alternating Leg Extension Barbell Walking Lunge Single Leg Dumbbell Box Squat
11204, old 2 3 2 3 2 normal back, Wide Grip Lat Pulldown Single Arm Cable Row Single Arm Lat Pulldown Reverse Grip Lat Pullown
11205, old 2 3 2 3 2 normal calves, Dumbbell Calf Raise Seated Single Leg Calf Raise Smith Machine Calf Raise Barbell Calf Raise Single Leg Calf Press
11206, old 2 3 2 3 3 normal abdominals, Side Plank (hip lift) Weighted Crunch Side Plank (from knees) Medicine Ball V Up Reverse Medicine Ball Crunch
11207, old 2 3 2 3 3 normal triceps, Tricep Pushdown Forward Lean Dips Diamond Push Up Dips
11208, old 2 3 2 3 3 normal biceps, Seated Dumbbell Curl Cable Curl Preacher Hammer Dumbbell Curl Preacher Single Arm Dumbbell Curl
11209, old 2 3 2 3 3 normal shoulders, Dumbbell Front Raise Bent Over Dumbbell Rear Delt Raise Arnold Dumbbell Press Smith Machine Shoulder Press Barbell Shoulder Press
11210, old 2 3 2 3 3 normal chest, Kneeling Push Up Low Cable Crossover Barbell Bench Press Alternating Dumbbell Bench Press
11211, old 2 3 2 3 3 normal legs, Leg Curl Single Leg Dumbbell Squat Dumbbell Reverse Lunge Single Arm Barbell Side Squat Dumbbell Split Squat
11212, old 2 3 2 3 3 normal back, Lat Pulldown Bent Over Long Barbell Row Standing Single Arm Cable Row Rope Cable Row
11213, old 2 3 2 3 3 normal calves, Calf Press Seated Single Leg Calf Raise Smith Machine Calf Raise Single Leg Dumbbell Calf Raise Barbell Calf Raise
11214, old 2 3 3 1 1 normal abdominals, Crunch Kneeling Ab Rollout Weighted V Up Incline Hip Thrust Lying Hip Thrust
11215, old 2 3 3 1 1 normal triceps, Lying Single Arm Dumbbell Triceps Extension Lying Cable Triceps Extension Rope Triceps Pushdown Overhead Rope Cable Tricep Extension
11216, old 2 3 3 1 1 normal biceps, Seated Alternating Curl Preacher Dumbbell Curl Cable Curl Lying Cable Curl
11217, old 2 3 3 1 1 normal shoulders, Lying Single Arm Dumbbell Rear Delt Raise Lying Dumbbell Rear Delt Raise Single Arm Dumbbell Shoulder Press Dumbbell Front Raise
11218, old 2 3 3 1 1 normal chest, Push Up Barbell Bench Press Smith Machine Bench Press Single Arm Dumbbell Bench Press
11219, old 2 3 3 1 1 normal legs, Lunge Forward Lunge Reverse Lunge Leg Extension
11220, old 2 3 3 1 1 normal back, Wide Grip Lat Pulldown Bent Over Alternating Dumbbell Row Single Arm Lat Pulldown Bent Over Single Arm Long Barbell Row Inverted Pull Up
11221, old 2 3 3 1 1 normal calves, Dumbbell Calf Raise Seated Calf Raise Calf Raise   Seated Calf Raise   Standing
11222, old 2 3 3 1 2 normal abdominals, Alternating Heel Touch Kneeling Ab Rollout Front Plank (from toes) Full Reverse Crunch Decline Crunch
11223, old 2 3 3 1 2 normal triceps, Tricep Extensions Overhead Single Arm Cable Tricep Extension Lying Overhead EZ Bar Tricep Extension Bench Dips
11224, old 2 3 3 1 2 normal biceps, Kneeling Cable Curl Lying Double Biceps Cable Curl EZ Bar Curl Cable Curl
11225, old 2 3 3 1 2 normal shoulders, Dumbbell Front Raise Barbell Front Raise Single Arm Cable Lateral Raise Cable Front Raise
11226, old 2 3 3 1 2 normal chest, Dumbbell Fly Alternating Dumbbell Bench Press Smith Machine Bench Press Flat Bench Press
11227, old 2 3 3 1 2 normal legs, Machine Hack Squat Lying Machine Squat Forward Lunge Lunge
11228, old 2 3 3 1 2 normal back, Close Grip Lat Pulldown Reverse Grip Lat Pullown Standing Single Arm Cable Row V Bar Pull Up Bent Over Reverse Grip Barbell Row
11229, old 2 3 3 1 2 normal calves, Calf Raise   Seated Calf Raise   Standing Seated Calf Raise Dumbbell Calf Raise
11230, old 2 3 3 1 3 normal abdominals, Bent Knee Sit Up Side Plank (from knees) Weighted V Up Bent Knee Medicine Ball Hip Rotation Front Plank (tripod   1 arm and 2 legs or 2 legs and 1 arm)
11231, old 2 3 3 1 3 normal triceps, Towel Triceps Pushdown Bench Dips Rope Triceps Pushdown Forward Lean Dips
11232, old 2 3 3 1 3 normal biceps, Alternating Dumbbell Curl Single Arm Cable Curl Cable Curl Preacher Dumbbell Curl
11233, old 2 3 3 1 3 normal shoulders, Machine Shoulder Press Cable Lateral Raise Dumbbell Shoulder Press Barbell Shoulder Press Kneeling Single Arm Cable Rear Delt Raise
11234, old 2 3 3 1 3 normal chest, Machine Vertical Bench Press Flat Bench Press Low Cable Crossover Barbell Bench Press
11235, old 2 3 3 1 3 normal legs, Seated Leg Curl Dumbbell Squat Lunge Reverse Lunge
11236, old 2 3 3 1 3 normal back, Pull Up Bent Over Alternating Dumbbell Row Bent Over Long Barbell Row Reverse Incline Dumbbell Row V Bar Pull Up
11237, old 2 3 3 1 3 normal calves, Calf Raise   Standing Calf Press Dumbbell Calf Raise Seated Calf Raise
11238, old 2 3 3 2 1 normal abdominals, V Up Weighted V Up Weighted Crunch Medicine Ball V Up Reverse Medicine Ball Crunch
11239, old 2 3 3 2 1 normal triceps, Overhead Single Arm Dumbbell Tricep Extension Lying Overhead EZ Bar Tricep Extension Rope Triceps Pushdown Dips
11240, old 2 3 3 2 1 normal biceps, Seated Hammer Curl Lying Cable Curl Preacher Hammer Dumbbell Curl Preacher Single Arm Dumbbell Curl
11241, old 2 3 3 2 1 normal shoulders, Front Plate Raise Lying Dumbbell External Rotation Single Arm Dumbbell Shoulder Press Seated Dumbbell Rear Delt Raise
11242, old 2 3 3 2 1 normal chest, Dumbbell Fly Low Cable Crossover Flat Bench Press Alternating Dumbbell Bench Press
11243, old 2 3 3 2 1 normal legs, Forward Lunge Dumbbell Reverse Lunge Barbell Side Lunge Lying Single Leg Curl
11244, old 2 3 3 2 1 normal back, Bent Over Dumbbell Row Standing Single Arm Cable Row Single Arm Lat Pulldown V Bar Pull Up Reverse Incline Dumbbell Row
11245, old 2 3 3 2 1 normal calves, Calf Press Smith Machine Calf Raise Seated Single Leg Calf Raise Smith Machine Calf Raise
